State&County,Total_Population,Levels_Smokers,Surface_Mines,Underground_Mines,Levels_COPD
"Schuyler, New York","17,807",21.0,0.0,0.0,8.0
"Golden Valley, North Dakota","1,761",17.5,0.0,0.0,5.5
"Burke, North Carolina","90,485",23.2,0.0,0.0,8.5
"Clermont, Ohio","206,428",23.1,0.0,0.0,7.8
"Madison, North Carolina","21,755",20.9,0.0,0.0,7.7
"Luna, New Mexico","23,709",19.3,0.0,0.0,6.6
"Onslow, North Carolina","197,938",19.3,0.0,0.0,7.1
"Griggs, North Dakota","2,231",18.1,0.0,0.0,5.8
"Pierce, North Dakota","3,975",19.8,0.0,0.0,6.2
"Macon, North Carolina","35,858",20.2,0.0,0.0,7.6
"Crawford, Ohio","41,494",26.1,0.0,0.0,9.4
"Pender, North Carolina","63,060",19.0,0.0,0.0,7.0
"Bladen, North Carolina","32,722",24.2,0.0,0.0,8.9
"Pembina, North Dakota","6,801",18.8,0.0,0.0,5.5
"Chenango, New York","47,207",21.2,0.0,0.0,8.2
"Chowan, North Carolina","13,943",21.4,0.0,0.0,7.6
"Mountrail, North Dakota","10,545",20.8,0.0,0.0,5.9
"Fairfield, Ohio","157,574",20.8,0.0,0.0,7.6
"Edgecombe, North Carolina","51,472",24.6,0.0,0.0,8.9
"Vance, North Carolina","44,535",24.3,0.0,0.0,8.9
"Caldwell, North Carolina","82,178",23.8,0.0,0.0,8.7
"Columbiana, Ohio","101,883",25.4,0.0,0.0,9.4
"Madison, New York","70,941",19.2,0.0,0.0,7.0
"Rowan, North Carolina","142,088",20.7,0.0,0.0,7.8
"Chatham, North Carolina","74,470",15.9,0.0,0.0,5.8
"Otero, New Mexico","67,490",18.1,0.0,0.0,6.0
"Graham, North Carolina","8,441",24.7,0.0,0.0,9.2
"Roosevelt, New Mexico","18,500",18.4,0.0,0.0,6.3
"Towner, North Dakota","2,189",19.9,0.0,0.0,6.2
"Rensselaer, New York","158,714",17.5,0.0,0.0,6.5
"Dickey, North Dakota","4,872",16.7,0.0,0.0,5.1
"Hettinger, North Dakota","2,499",20.7,0.0,0.0,6.3
"Logan, North Dakota","1,850",20.1,0.0,0.0,5.9
"Genesee, New York","57,280",19.1,0.0,0.0,7.2
"Lenoir, North Carolina","55,949",24.1,0.0,0.0,8.8
"Union, New Mexico","4,059",18.7,0.0,0.0,5.9
"Coshocton, Ohio","36,600",27.3,0.0,0.0,10.1
"Tioga, New York","48,203",19.7,0.0,0.0,7.2
"Morton, North Dakota","31,364",17.6,0.0,0.0,5.2
"Stanly, North Carolina","62,806",21.7,0.0,0.0,7.8
"Camden, North Carolina","10,867",20.7,0.0,0.0,7.2
"Tyrrell, North Carolina","4,016",24.9,0.0,0.0,9.0
"Orange, New York","384,940",15.4,0.0,0.0,5.8
"Richland, North Dakota","16,177",17.5,0.0,0.0,5.8
"Gaston, North Carolina","224,529",21.1,0.0,0.0,7.8
"San Juan, New Mexico","123,958",22.3,0.0,0.0,7.2
"Belmont, Ohio","67,006",25.8,0.0,0.0,9.0
"Slope, North Dakota",750,17.5,0.0,0.0,5.5
"Saratoga, New York","229,863",15.0,0.0,0.0,5.7
"Franklin, New York","50,022",22.0,0.0,0.0,8.4
"Mora, New Mexico","4,521",14.2,0.0,0.0,4.6
"Taos, New Mexico","32,723",13.9,0.0,0.0,4.8
"Richmond, New York","476,143",15.5,0.0,0.0,5.7
"Orleans, New York","40,352",21.4,0.0,0.0,8.3
"Tompkins, New York","102,180",15.2,0.0,0.0,6.2
"LaMoure, North Dakota","4,046",19.4,0.0,0.0,6.3
"Clinton, Ohio","41,968",25.6,0.0,0.0,9.3
"Darke, Ohio","51,113",24.1,0.0,0.0,9.0
"Cavalier, North Dakota","3,762",18.3,0.0,0.0,5.6
"Schoharie, New York","30,999",19.3,0.0,0.0,7.5
"Cabarrus, North Carolina","216,453",17.0,0.0,0.0,6.1
"New York, New York","1,628,706",11.4,0.0,0.0,4.5
"Surry, North Carolina","71,783",22.9,0.0,0.0,8.6
"Randolph, North Carolina","143,667",21.8,0.0,0.0,8.3
"Cattaraugus, New York","76,117",22.0,0.0,0.0,8.5
"Martin, North Carolina","22,440",23.3,0.0,0.0,8.5
"McDowell, North Carolina","45,756",23.2,0.0,0.0,8.3
"Henderson, North Carolina","117,417",17.6,0.0,0.0,6.3
"McKinley, New Mexico","71,367",24.6,0.0,0.0,10.0
"Ontario, New York","109,777",16.5,0.0,0.0,6.3
"Sierra, New Mexico","10,791",18.7,0.0,0.0,6.8
"Wayne, North Carolina","123,131",21.1,0.0,0.0,7.9
"Stokes, North Carolina","45,591",23.0,0.0,0.0,8.2
"Iredell, North Carolina","181,806",18.8,0.0,0.0,6.6
"Buncombe, North Carolina","261,191",17.1,0.0,0.0,6.5
"Anson, North Carolina","24,446",24.2,0.0,0.0,8.6
"Socorro, New Mexico","16,637",18.7,0.0,0.0,6.1
"Cuyahoga, Ohio","1,235,072",21.5,0.0,0.0,7.6
"Jefferson, New York","109,834",20.4,0.0,0.0,7.8
"Caswell, North Carolina","22,604",22.7,0.0,0.0,8.0
"Warren, New York","63,944",16.8,0.0,0.0,6.6
"Cass, North Dakota","181,923",16.1,0.0,0.0,4.8
"Sioux, North Dakota","4,230",34.0,0.0,0.0,11.2
"Union, North Carolina","239,859",17.7,0.0,0.0,6.0
"Benson, North Dakota","6,832",28.9,0.0,0.0,9.3
"McLean, North Dakota","9,450",18.7,0.0,0.0,5.6
"Eddy, New Mexico","58,460",16.1,0.0,0.0,5.2
"Onondaga, New York","460,528",17.3,0.0,0.0,6.7
"Hamilton, Ohio","817,473",20.0,0.0,0.0,7.3
"Carroll, Ohio","26,914",24.2,0.0,0.0,9.0
"Hertford, North Carolina","23,677",23.5,0.0,0.0,8.4
"Sullivan, New Hampshire","43,146",19.4,0.0,0.0,6.7
"Greene, New York","47,188",19.8,0.0,0.0,7.8
"Northampton, North Carolina","19,483",24.6,0.0,0.0,8.8
"Curry, New Mexico","48,954",17.4,0.0,0.0,6.2
"Sandoval, New Mexico","146,748",13.9,0.0,0.0,4.6
"Haywood, North Carolina","62,317",19.8,0.0,0.0,7.3
"Butler, Ohio","383,134",21.8,0.0,0.0,7.7
"Lincoln, New Mexico","19,572",14.9,0.0,0.0,5.0
"Cleveland, North Carolina","97,947",23.4,0.0,0.0,8.7
"Mercer, North Dakota","8,187",18.3,0.0,0.0,5.4
"Wyoming, New York","39,859",19.9,0.0,0.0,7.5
"Fayette, Ohio","28,525",27.1,0.0,0.0,9.9
"Foster, North Dakota","3,210",17.5,0.0,0.0,5.5
"Valencia, New Mexico","76,688",16.3,0.0,0.0,5.0
"Ashland, Ohio","53,484",23.6,0.0,0.0,8.8
"Clay, North Carolina","11,231",21.1,0.0,0.0,7.8
"Fulton, Ohio","42,126",21.1,0.0,0.0,7.7
"Yadkin, North Carolina","37,667",22.3,0.0,0.0,8.3
"Robeson, North Carolina","130,625",28.7,0.0,0.0,10.8
"Montgomery, New York","49,221",21.0,0.0,0.0,8.1
"Durham, North Carolina","321,488",15.2,0.0,0.0,5.6
"Yates, New York","24,913",20.0,0.0,0.0,7.8
"Herkimer, New York","61,319",20.9,0.0,0.0,7.9
"Monroe, New York","741,770",17.6,0.0,0.0,6.3
"Strafford, New Hampshire","130,633",16.5,0.0,0.0,5.9
"Rutherford, North Carolina","67,029",23.1,0.0,0.0,8.6
"Hoke, North Carolina","55,234",21.4,0.0,0.0,7.5
"McKenzie, North Dakota","15,024",18.5,0.0,0.0,5.7
"Hyde, North Carolina","4,937",24.0,0.0,0.0,8.9
"Johnston, North Carolina","209,339",19.3,0.0,0.0,6.9
"Wells, North Dakota","3,834",18.2,0.0,0.0,5.8
"Lewis, New York","26,296",20.4,0.0,0.0,8.1
"Wilson, North Carolina","81,801",22.5,0.0,0.0,8.3
"Santa Fe, New Mexico","150,358",11.9,0.0,0.0,4.2
"Ashe, North Carolina","27,203",21.7,0.0,0.0,7.9
"Kidder, North Dakota","2,480",19.7,0.0,0.0,6.4
"Brunswick, North Carolina","142,820",18.7,0.0,0.0,6.5
"Colfax, New Mexico","11,941",16.0,0.0,0.0,5.4
"Sheridan, North Dakota","1,315",21.0,0.0,0.0,6.6
"Burleigh, North Dakota","95,626",16.5,0.0,0.0,4.9
"Lee, North Carolina","61,779",19.6,0.0,0.0,7.4
"Bernalillo, New Mexico","679,121",14.8,0.0,0.0,4.6
"Quay, New Mexico","8,253",17.4,0.0,0.0,6.1
"Warren, North Carolina","19,731",24.6,0.0,0.0,8.8
"Guilford, North Carolina","537,174",18.7,0.0,0.0,6.5
"Washington, New York","61,204",19.9,0.0,0.0,7.9
"Alexander, North Carolina","37,497",22.4,0.0,0.0,8.1
"Erie, New York","918,702",17.7,0.0,0.0,6.8
"Grant, New Mexico","26,998",14.6,0.0,0.0,5.1
"Walsh, North Dakota","10,641",18.3,0.0,0.0,6.1
"Ramsey, North Dakota","11,519",17.7,0.0,0.0,5.7
"Nelson, North Dakota","2,879",18.0,0.0,0.0,5.6
"Delaware, Ohio","209,177",15.0,0.0,0.0,5.5
"Ward, North Dakota","67,641",17.5,0.0,0.0,5.1
"Bottineau, North Dakota","6,282",18.2,0.0,0.0,5.5
"Greene, North Carolina","21,069",23.6,0.0,0.0,8.7
"Watauga, North Carolina","56,177",19.3,0.0,0.0,7.8
"Chaves, New Mexico","64,615",16.8,0.0,0.0,5.8
"Guernsey, Ohio","38,875",26.2,0.0,0.0,10.3
"Jackson, North Carolina","43,938",20.5,0.0,0.0,7.7
"Cibola, New Mexico","26,675",21.3,0.0,0.0,7.1
"Pitt, North Carolina","180,742",19.2,0.0,0.0,7.3
"Jones, North Carolina","9,419",24.6,0.0,0.0,9.5
"San Miguel, New Mexico","27,277",15.9,0.0,0.0,5.0
"Allegany, New York","46,091",21.7,0.0,0.0,8.2
"Hamilton, New York","4,416",21.9,0.0,0.0,8.6
"Eddy, North Dakota","2,287",18.3,0.0,0.0,5.8
"Billings, North Dakota",928,17.4,0.0,0.0,5.3
"Adams, North Dakota","2,216",18.1,0.0,0.0,5.4
"Livingston, New York","62,914",18.9,0.0,0.0,7.2
"Wilkes, North Carolina","68,412",23.3,0.0,0.0,8.7
"Columbus, North Carolina","55,508",24.5,0.0,0.0,9.2
"Grand Forks, North Dakota","69,451",15.9,0.0,0.0,5.7
"Wayne, New York","89,918",19.2,0.0,0.0,7.4
"Moore, North Carolina","100,880",17.2,0.0,0.0,6.2
"Otsego, New York","59,493",19.5,0.0,0.0,7.4
"Franklin, Ohio","1,316,756",20.3,0.0,0.0,7.1
"Harrison, Ohio","15,040",27.8,0.0,0.0,9.9
"Perquimans, North Carolina","13,463",21.3,0.0,0.0,7.7
"Adams, Ohio","27,698",30.2,0.0,0.0,11.8
"Duplin, North Carolina","58,741",22.8,0.0,0.0,8.8
"Bertie, North Carolina","18,947",24.5,0.0,0.0,8.8
"Burke, North Dakota","2,115",17.7,0.0,0.0,5.4
"Pasquotank, North Carolina","39,824",21.1,0.0,0.0,7.4
"Nassau, New York","1,356,924",12.1,0.0,0.0,4.7
"Lea, New Mexico","71,070",16.9,0.0,0.0,5.7
"Yancey, North Carolina","18,069",22.0,0.0,0.0,8.3
"Chemung, New York","83,456",20.5,0.0,0.0,7.7
"Bowman, North Dakota","3,024",17.8,0.0,0.0,5.5
"Lincoln, North Carolina","86,111",19.3,0.0,0.0,7.0
"Hidalgo, New Mexico","4,198",16.8,0.0,0.0,5.6
"De Baca, New Mexico","1,748",17.9,0.0,0.0,6.2
"Mitchell, North Carolina","14,964",21.2,0.0,0.0,7.9
"Harnett, North Carolina","135,976",19.6,0.0,0.0,7.2
"Henry, Ohio","27,006",21.6,0.0,0.0,7.6
"Bronx, New York","1,418,207",16.5,0.0,0.0,6.5
"Albany, New York","305,506",15.2,0.0,0.0,6.0
"Allen, Ohio","102,351",22.8,0.0,0.0,8.6
"Person, North Carolina","39,490",22.1,0.0,0.0,7.8
"Suffolk, New York","1,476,601",13.7,0.0,0.0,5.3
"Champaign, Ohio","38,885",23.5,0.0,0.0,8.5
"Hancock, Ohio","75,783",21.1,0.0,0.0,7.4
"Greene, Ohio","168,937",18.6,0.0,0.0,7.0
"Ransom, North Dakota","5,218",18.5,0.0,0.0,5.8
"Rolette, North Dakota","14,176",31.1,0.0,0.0,9.4
"Craven, North Carolina","102,139",19.2,0.0,0.0,7.1
"Los Alamos, New Mexico","19,369",9.2,0.0,0.0,3.2
"Halifax, North Carolina","50,010",26.2,0.0,0.0,9.6
"Sullivan, New York","75,432",18.7,0.0,0.0,7.1
"Dutchess, New York","294,218",15.9,0.0,0.0,5.9
"Polk, North Carolina","20,724",18.5,0.0,0.0,6.8
"Davie, North Carolina","42,846",19.8,0.0,0.0,7.0
"Athens, Ohio","65,327",25.0,0.0,0.0,10.0
"Rockingham, North Carolina","91,010",22.9,0.0,0.0,8.5
"Granville, North Carolina","60,443",20.6,0.0,0.0,7.3
"McHenry, North Dakota","5,745",18.4,0.0,0.0,5.5
"Seneca, New York","34,016",20.8,0.0,0.0,7.8
"Cortland, New York","47,581",19.6,0.0,0.0,7.6
"Cumberland, North Carolina","335,509",19.5,0.0,0.0,7.0
"Alamance, North Carolina","169,509",19.4,0.0,0.0,7.4
"McIntosh, North Dakota","2,497",19.8,0.0,0.0,6.5
"Delaware, New York","44,135",20.5,0.0,0.0,7.7
"Chautauqua, New York","126,903",21.5,0.0,0.0,8.2
"Washington, North Carolina","11,580",24.2,0.0,0.0,8.7
"Fulton, New York","53,383",22.9,0.0,0.0,8.3
"Niagara, New York","209,281",20.9,0.0,0.0,7.6
"Currituck, North Carolina","27,763",19.0,0.0,0.0,6.7
"Pamlico, North Carolina","12,726",21.6,0.0,0.0,7.8
"Dare, North Carolina","37,009",16.7,0.0,0.0,6.0
"Rio Arriba, New Mexico","38,921",16.6,0.0,0.0,4.9
"Ashtabula, Ohio","97,241",27.0,0.0,0.0,10.5
"Grant, North Dakota","2,274",20.6,0.0,0.0,6.5
"Davidson, North Carolina","167,609",22.3,0.0,0.0,8.1
"Dunn, North Dakota","4,424",17.7,0.0,0.0,5.4
"Clinton, New York","80,485",20.0,0.0,0.0,7.7
"Oliver, North Dakota","1,959",17.8,0.0,0.0,5.4
"Harding, New Mexico",625,15.7,0.0,0.0,5.2
"Mecklenburg, North Carolina","1,110,356",14.9,0.0,0.0,5.4
"Avery, North Carolina","17,557",22.9,0.0,0.0,8.3
"Williams, North Dakota","37,589",18.2,0.0,0.0,5.2
"Merrimack, New Hampshire","151,391",15.9,0.0,0.0,5.7
"Torrance, New Mexico","15,461",18.6,0.0,0.0,6.5
"Queens, New York","2,253,858",12.4,0.0,0.0,5.2
"Rockland, New York","325,789",13.4,0.0,0.0,5.7
"Geauga, Ohio","93,649",19.1,0.0,0.0,7.0
"Ulster, New York","177,573",16.8,0.0,0.0,6.6
"Wake, North Carolina","1,111,761",12.6,0.0,0.0,4.9
"Emmons, North Dakota","3,241",19.4,0.0,0.0,6.1
"Franklin, North Carolina","69,685",20.9,0.0,0.0,7.1
"Gallia, Ohio","29,898",26.5,0.0,0.0,10.1
"Essex, New York","36,885",18.3,0.0,0.0,7.0
"Steele, North Dakota","1,890",15.5,0.0,0.0,4.8
"Montgomery, North Carolina","27,173",21.3,0.0,0.0,8.0
"Renville, North Dakota","2,327",17.3,0.0,0.0,5.3
"Columbia, New York","59,461",17.6,0.0,0.0,6.6
"Nash, North Carolina","94,298",21.1,0.0,0.0,7.3
"Brown, Ohio","43,432",24.4,0.0,0.0,9.4
"Carteret, North Carolina","69,473",18.8,0.0,0.0,6.7
"Stark, North Dakota","31,489",18.9,0.0,0.0,5.5
"Beaufort, North Carolina","46,994",21.3,0.0,0.0,7.9
"Steuben, New York","95,379",21.2,0.0,0.0,8.0
"Divide, North Dakota","2,264",19.6,0.0,0.0,6.2
"Scotland, North Carolina","34,823",26.7,0.0,0.0,9.6
"Hardin, Ohio","31,365",24.5,0.0,0.0,9.3
"Schenectady, New York","155,299",17.2,0.0,0.0,6.5
"St. Lawrence, New York","107,740",21.3,0.0,0.0,8.6
"Gates, North Carolina","11,562",21.7,0.0,0.0,7.4
"Sampson, North Carolina","63,531",22.1,0.0,0.0,8.3
"Catron, New Mexico","3,527",19.6,0.0,0.0,6.7
"Oneida, New York","228,671",19.6,0.0,0.0,7.7
"New Hanover, North Carolina","234,473",16.9,0.0,0.0,6.4
"Westchester, New York","967,506",10.7,0.0,0.0,4.8
"Rockingham, New Hampshire","309,769",14.3,0.0,0.0,4.9
"Orange, North Carolina","148,476",14.1,0.0,0.0,5.3
"Cayuga, New York","76,576",20.8,0.0,0.0,7.8
"Do̱a Ana, New Mexico","218,195",15.4,0.0,0.0,5.4
"Erie, Ohio","74,266",23.0,0.0,0.0,8.0
"Stutsman, North Dakota","20,704",19.3,0.0,0.0,5.8
"Traill, North Dakota","8,036",16.5,0.0,0.0,5.0
"Oswego, New York","117,124",21.4,0.0,0.0,8.4
"Guadalupe, New Mexico","4,300",15.7,0.0,0.0,4.5
"Swain, North Carolina","14,271",26.3,0.0,0.0,9.7
"Forsyth, North Carolina","382,295",17.9,0.0,0.0,6.6
"Auglaize, Ohio","45,656",21.6,0.0,0.0,8.0
"Alleghany, North Carolina","11,137",23.7,0.0,0.0,9.4
"Cherokee, North Carolina","28,612",22.8,0.0,0.0,8.4
"Yamhill, Oregon","107,100",16.8,0.0,0.0,5.7
"Madison, Ohio","44,731",23.1,0.0,0.0,8.5
"Logan, Ohio","45,672",24.1,0.0,0.0,8.6
"Muskingum, Ohio","86,215",26.1,0.0,0.0,9.6
"Cotton, Oklahoma","5,666",22.8,0.0,0.0,9.0
"Monroe, Pennsylvania","170,271",19.5,0.0,0.0,6.0
"Beckham, Oklahoma","21,859",20.3,0.0,0.0,8.2
"Montgomery, Pennsylvania","830,915",14.9,0.0,0.0,4.7
"Seneca, Ohio","55,178",23.3,0.0,0.0,8.4
"Coos, Oregon","64,487",20.4,0.0,0.0,7.1
"Tillman, Oklahoma","7,250",20.4,0.0,0.0,8.3
"Hughes, Oklahoma","13,279",25.4,0.0,0.0,10.1
"Blaine, Oklahoma","9,429",22.0,0.0,0.0,8.5
"Lancaster, Pennsylvania","545,724",20.0,0.0,0.0,6.4
"Berkeley, South Carolina","227,907",19.0,0.0,0.0,6.5
"Lake, Ohio","230,149",20.5,0.0,0.0,7.3
"Logan, Oklahoma","48,011",18.3,0.0,0.0,7.3
"Jackson, Ohio","32,413",26.4,0.0,0.0,10.7
"McCormick, South Carolina","9,463",21.2,0.0,0.0,7.4
"Allegheny, Pennsylvania","1,216,045",18.1,0.0,0.0,5.7
"Mayes, Oklahoma","41,100",24.8,0.0,0.0,9.5
"Clackamas, Oregon","418,187",13.9,0.0,0.0,4.6
"Campbell, South Dakota","1,376",16.6,0.0,0.0,4.8
"Tillamook, Oregon","27,036",17.4,0.0,0.0,6.2
"Forest, Pennsylvania","7,247",26.3,0.0,0.0,8.6
"Tioga, Pennsylvania","40,591",23.8,0.0,0.0,7.6
"Caddo, Oklahoma","28,762",23.4,0.0,0.0,9.0
"Perry, Pennsylvania","46,272",22.4,0.0,0.0,7.3
"Butte, South Dakota","10,429",20.9,0.0,0.0,6.2
"Oconee, South Carolina","79,546",20.2,0.0,0.0,7.5
"Chester, South Carolina","32,244",23.1,0.0,0.0,8.6
"Cherokee, Oklahoma","48,657",23.9,0.0,0.0,9.4
"Noble, Ohio","14,424",26.7,0.0,0.0,9.8
"Beaufort, South Carolina","192,122",15.6,0.0,0.0,5.5
"Knox, Ohio","62,322",21.7,0.0,0.0,8.5
"Morrow, Ohio","35,328",24.8,0.0,0.0,9.0
"Cherokee, South Carolina","57,300",23.7,0.0,0.0,8.7
"Perry, Ohio","36,134",27.5,0.0,0.0,10.0
"Kiowa, Oklahoma","8,708",22.4,0.0,0.0,9.1
"Adams, Pennsylvania","103,009",20.3,0.0,0.0,6.6
"Williams, Ohio","36,692",23.9,0.0,0.0,8.4
"Newberry, South Carolina","38,440",21.3,0.0,0.0,7.8
"Canadian, Oklahoma","148,306",17.4,0.0,0.0,6.4
"Anderson, South Carolina","202,558",20.9,0.0,0.0,7.7
"Texas, Oklahoma","19,983",17.6,0.0,0.0,7.3
"Payne, Oklahoma","81,784",19.0,0.0,0.0,8.1
"Custer, Oklahoma","29,003",19.0,0.0,0.0,8.0
"Columbia, Oregon","52,354",19.4,0.0,0.0,6.3
"Carter, Oklahoma","48,111",20.9,0.0,0.0,8.1
"Wood, Ohio","130,817",19.5,0.0,0.0,7.4
"Northumberland, Pennsylvania","90,843",23.9,0.0,0.0,7.7
"Bucks, Pennsylvania","628,270",16.7,0.0,0.0,5.1
"Klamath, Oregon","68,238",18.7,0.0,0.0,6.9
"Union, Oregon","26,835",17.9,0.0,0.0,6.6
"Franklin, Pennsylvania","155,027",20.8,0.0,0.0,6.9
"Murray, Oklahoma","14,073",21.4,0.0,0.0,8.6
"Lehigh, Pennsylvania","369,318",17.6,0.0,0.0,5.8
"Florence, South Carolina","138,293",20.4,0.0,0.0,7.5
"Wheeler, Oregon","1,332",20.1,0.0,0.0,7.2
"Indiana, Pennsylvania","84,073",23.3,0.0,0.0,7.7
"Highland, Ohio","43,161",28.5,0.0,0.0,10.5
"Beadle, South Dakota","18,453",18.8,0.0,0.0,5.9
"Mercer, Ohio","41,172",21.7,0.0,0.0,8.0
"Abbeville, South Carolina","24,527",22.9,0.0,0.0,8.3
"Bryan, Oklahoma","47,995",22.4,0.0,0.0,9.0
"Georgetown, South Carolina","62,680",19.2,0.0,0.0,7.0
"Beaver, Oklahoma","5,311",18.2,0.0,0.0,7.3
"Pittsburg, Oklahoma","43,654",24.0,0.0,0.0,9.0
"Miami, Ohio","106,987",22.6,0.0,0.0,8.0
"Wasco, Oregon","26,682",17.3,0.0,0.0,6.1
"Hocking, Ohio","28,264",25.9,0.0,0.0,9.7
"Bennett, South Dakota","3,365",29.9,0.0,0.0,9.5
"Latimer, Oklahoma","10,073",24.0,0.0,0.0,9.5
"Lee, South Carolina","16,828",24.1,0.0,0.0,8.7
"Garfield, Oklahoma","61,056",19.0,0.0,0.0,7.5
"Washington, Pennsylvania","206,865",19.2,0.0,0.0,6.4
"Lackawanna, Pennsylvania","209,674",20.9,0.0,0.0,6.8
"Fairfield, South Carolina","22,347",22.3,0.0,0.0,8.1
"Marion, Oregon","347,818",15.1,0.0,0.0,5.9
"Pike, Pennsylvania","55,809",18.3,0.0,0.0,5.9
"Columbia, Pennsylvania","64,964",22.1,0.0,0.0,7.3
"Sumter, South Carolina","106,721",20.3,0.0,0.0,7.6
"Potter, Pennsylvania","16,526",24.5,0.0,0.0,8.1
"Scioto, Ohio","75,314",29.3,0.0,0.0,11.1
"Bedford, Pennsylvania","47,888",23.9,0.0,0.0,7.8
"Sequoyah, Oklahoma","41,569",26.8,0.0,0.0,10.6
"York, Pennsylvania","449,058",19.3,0.0,0.0,6.5
"Warren, Pennsylvania","39,191",22.5,0.0,0.0,7.3
"Northampton, Pennsylvania","305,285",18.0,0.0,0.0,5.7
"Wayne, Ohio","115,710",22.9,0.0,0.0,8.6
"Westmoreland, Pennsylvania","348,899",20.5,0.0,0.0,6.3
"Bradford, Pennsylvania","60,323",23.2,0.0,0.0,7.6
"Cleveland, Oklahoma","284,014",16.6,0.0,0.0,6.6
"Okmulgee, Oklahoma","38,465",24.0,0.0,0.0,9.6
"Chesterfield, South Carolina","45,650",23.8,0.0,0.0,9.0
"Calhoun, South Carolina","14,553",20.0,0.0,0.0,7.2
"Alfalfa, Oklahoma","5,702",19.4,0.0,0.0,7.2
"Ottawa, Oklahoma","31,127",24.5,0.0,0.0,9.9
"Orangeburg, South Carolina","86,175",20.6,0.0,0.0,7.9
"Jefferson, Ohio","65,325",26.4,0.0,0.0,9.4
"Dauphin, Pennsylvania","278,299",18.9,0.0,0.0,6.3
"Tuscarawas, Ohio","91,987",23.7,0.0,0.0,9.2
"Love, Oklahoma","10,253",21.7,0.0,0.0,8.7
"Jefferson, Oklahoma","6,002",23.6,0.0,0.0,9.7
"Lincoln, Oklahoma","34,877",22.2,0.0,0.0,8.5
"Butler, Pennsylvania","187,853",17.0,0.0,0.0,5.7
"Williamsburg, South Carolina","30,368",24.5,0.0,0.0,8.6
"Clatsop, Oregon","40,224",17.6,0.0,0.0,6.0
"Gilliam, Oregon","1,912",18.8,0.0,0.0,6.6
"Cumberland, Pennsylvania","253,370",17.5,0.0,0.0,5.7
"Mahoning, Ohio","228,683",23.5,0.0,0.0,8.5
"Comanche, Oklahoma","120,749",19.5,0.0,0.0,7.7
"Medina, Ohio","179,746",18.3,0.0,0.0,6.7
"Coal, Oklahoma","5,495",25.6,0.0,0.0,10.3
"McKean, Pennsylvania","40,625",23.8,0.0,0.0,7.7
"Clarendon, South Carolina","33,745",22.8,0.0,0.0,8.6
"Providence, Rhode Island","638,931",16.6,0.0,0.0,6.8
"Portage, Ohio","162,466",21.7,0.0,0.0,7.8
"Union, South Carolina","27,316",24.1,0.0,0.0,8.9
"Crawford, Pennsylvania","84,629",23.9,0.0,0.0,7.7
"Malheur, Oregon","30,571",19.6,0.0,0.0,7.0
"Schuylkill, Pennsylvania","141,359",23.7,0.0,0.0,7.4
"Aiken, South Carolina","170,872",18.3,0.0,0.0,7.0
"Seminole, Oklahoma","24,258",25.2,0.0,0.0,10.1
"Brule, South Dakota","5,297",18.9,0.0,0.0,5.6
"Greer, Oklahoma","5,712",22.3,0.0,0.0,8.8
"Licking, Ohio","176,862",21.8,0.0,0.0,7.8
"Aurora, South Dakota","2,751",16.9,0.0,0.0,4.9
"Kingfisher, Oklahoma","15,765",19.4,0.0,0.0,7.5
"Washington, Rhode Island","125,577",16.0,0.0,0.0,5.9
"Blair, Pennsylvania","121,829",23.3,0.0,0.0,7.4
"Harmon, Oklahoma","2,653",18.4,0.0,0.0,7.4
"Wallowa, Oregon","7,208",17.4,0.0,0.0,6.1
"Morrow, Oregon","11,603",18.5,0.0,0.0,6.7
"Luzerne, Pennsylvania","317,417",21.7,0.0,0.0,6.9
"Lexington, South Carolina","298,750",17.4,0.0,0.0,6.4
"Hood River, Oregon","23,382",15.2,0.0,0.0,5.3
"Spartanburg, South Carolina","319,785",20.0,0.0,0.0,7.0
"Sandusky, Ohio","58,518",21.7,0.0,0.0,8.1
"Stephens, Oklahoma","43,143",21.8,0.0,0.0,8.4
"McIntosh, Oklahoma","19,596",25.2,0.0,0.0,10.0
"Johnston, Oklahoma","11,085",24.1,0.0,0.0,9.5
"Pontotoc, Oklahoma","38,284",21.4,0.0,0.0,8.0
"Washington, Ohio","59,911",23.5,0.0,0.0,8.9
"Lycoming, Pennsylvania","113,299",22.3,0.0,0.0,7.1
"Van Wert, Ohio","28,275",23.3,0.0,0.0,8.6
"Saluda, South Carolina","20,473",21.1,0.0,0.0,8.2
"Major, Oklahoma","7,629",18.8,0.0,0.0,7.4
"Berks, Pennsylvania","421,164",19.3,0.0,0.0,6.3
"Lorain, Ohio","309,833",21.6,0.0,0.0,8.0
"Holmes, Ohio","43,960",28.9,0.0,0.0,11.0
"Woods, Oklahoma","8,793",18.0,0.0,0.0,7.2
"Lake, Oregon","7,869",20.2,0.0,0.0,7.4
"Vinton, Ohio","13,085",28.6,0.0,0.0,11.2
"Warren, Ohio","234,602",17.0,0.0,0.0,6.3
"Summit, Ohio","541,013",21.3,0.0,0.0,7.7
"Carbon, Pennsylvania","64,182",21.7,0.0,0.0,7.1
"Grady, Oklahoma","55,834",20.7,0.0,0.0,7.7
"Greene, Pennsylvania","36,233",23.9,0.0,0.0,7.6
"Richland, South Carolina","415,759",16.8,0.0,0.0,5.8
"Allendale, South Carolina","8,688",25.4,0.0,0.0,9.1
"Marlboro, South Carolina","26,118",26.2,0.0,0.0,9.7
